Area Code,Structure Name,Struc Type Code,Bus Asc Name,Install Date,Removal Date,Latitude,Longitude,year
VR,A,FIXED,The Superior Oil Company,1/1/1947,12/31/1982,29.29433486,-92.18871047,1947
SS,A,FIXED,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,1/1/1948,8/4/1993,28.953241,-90.966291,1948
VR,H,FIXED,"EPL Oil & Gas, LLC",1/1/1948,,29.443047,-92.536224,1948
VR,A-AUX,FIXED,"EPL Oil & Gas, LLC",1/1/1948,,29.443075,-92.534044,1948
EI,B,FIXED,"Devon Energy Production Company, L.P.",1/1/1949,12/13/2007,29.236865,-91.684347,1949
EI,B-GEN,FIXED,"Devon Energy Production Company, L.P.",1/1/1949,12/13/2007,29.236864,-91.68466,1949
EI,A,FIXED,Fieldwood Energy LLC,1/1/1949,,28.960943,-91.47376,1949
EI,A-QRT,FIXED,"Cox Operating, L.L.C.",1/1/1949,,29.310535,-91.536375,1949
EI,A,FIXED,"Cox Operating, L.L.C.",1/1/1949,,29.31081,-91.536375,1949
EI,A-PRD,FIXED,"Cox Operating, L.L.C.",1/1/1949,,29.310809,-91.536689,1949
EI,A-TNK,FIXED,"Cox Operating, L.L.C.",1/1/1949,,29.31081,-91.536062,1949
EI,GM-VALVE,FIXED,"Gulf South Pipeline Company, LP",1/1/1950,,29.31357063,-91.53843301,1950
SS,B,FIXED,"Sanare Energy Partners, LLC",1/1/1950,,28.938076,-90.962586,1950
VR,A-RSR,FIXED,"EPL Oil & Gas, LLC",1/1/1950,,29.443075,-92.534044,1950
EI,C,FIXED,Devon Louisiana Corporation,1/1/1951,9/6/2006,29.247322,-91.697804,1951
EI,B-HEL,FIXED,"Devon Energy Production Company, L.P.",1/1/1951,12/13/2007,29.236865,-91.684033,1951
SS,B,FIXED,Talos Petroleum LLC,1/1/1951,6/6/1990,28.86128,-90.828699,1951
WD,B,FIXED,"Cox Operating, L.L.C.",1/1/1952,,29.14719,-89.607103,1952
WD,A,FIXED,"Cox Operating, L.L.C.",1/1/1952,,29.140784,-89.608299,1952
WD,C,FIXED,"Cox Operating, L.L.C.",1/1/1952,,29.129681,-89.605154,1952
WD,D,FIXED,"Cox Operating, L.L.C.",1/1/1952,,29.137757,-89.595909,1952
WD,G,FIXED,Chevron U.S.A. Inc.,1/1/1952,8/17/1997,29.152667,-89.608472,1952
EI,F,FIXED,Fieldwood Energy LLC,1/1/1953,,28.982538,-91.483651,1953
EI,E,FIXED,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,1/1/1953,11/13/1989,28.96322,-91.468013,1953
VR,A-CMP,FIXED,"EPL Oil & Gas, LLC",1/1/1953,,29.442786,-92.535527,1953
VR,A-PRD,FIXED,"EPL Oil & Gas, LLC",1/1/1953,,29.44278,-92.536221,1953
VR,J-AUX,FIXED,Union Oil Company of California,1/1/1953,1/28/1994,29.429883,-92.538121,1953
VR,J,FIXED,Union Oil Company of California,1/1/1953,1/28/1994,29.429886,-92.537869,1953
BM,KN,FIXED,"Cantium, LLC",1/1/1954,,29.04696317,-90.16256696,1954
EI,F PROD,FIXED,"Cox Operating, L.L.C.",1/1/1954,,29.30707667,-91.53463606,1954
EI,F-TRT,FIXED,"Cox Operating, L.L.C.",1/1/1954,,29.306604,-91.534042,1954
EI,F-TANK,FIXED,"Cox Operating, L.L.C.",1/1/1954,,29.306603,-91.53467,1954
EI,E-PRD,FIXED,"Cox Operating, L.L.C.",1/1/1954,,29.30104519,-91.52968603,1954
EI,H,FIXED,Devon Louisiana Corporation,1/1/1954,9/30/2001,28.982797,-91.480993,1954
EI,F,FIXED,"W & T Offshore, Inc.",1/1/1954,8/21/2017,29.08748886,-91.6988907,1954
EI,E,FIXED,"Cox Operating, L.L.C.",1/1/1954,,29.30077019,-91.52968549,1954
EI,E-CRANE,FIXED,"Cox Operating, L.L.C.",1/1/1954,7/5/1991,29.30076972,-91.52999921,1954
EI,D-MET,FIXED,Union Oil Company of California,1/1/1954,12/31/1980,29.31425665,-91.53585216,1954
EI,D-HEL,FIXED,Union Oil Company of California,1/1/1954,12/31/1980,29.31425665,-91.53585216,1954
GI,G,FIXED,Exxon Mobil Corporation,1/1/1954,12/31/1975,29.122665,-90.02154,1954
MP,D,FIXED,"W & T Offshore, Inc.",1/1/1954,9/21/2017,29.27396359,-89.02721642,1954
VR,B,FIXED,Union Oil Company of California,1/1/1954,9/26/2012,29.44989,-92.511968,1954
WD,E-CMP,FIXED,"Cox Operating, L.L.C.",1/1/1954,,29.148269,-89.675682,1954
WD,E-QTRS,FIXED,"Cox Operating, L.L.C.",1/1/1954,,29.148273,-89.675995,1954
WD,E-DRL,FIXED,"Cox Operating, L.L.C.",1/1/1954,,29.148492,-89.675901,1954
WD,A,FIXED,Samedan Oil Corporation,1/1/1954,12/31/1981,29.011675,-89.523706,1954
EC,E,FIXED,Newfield Exploration Company,1/1/1955,9/4/1997,29.413083,-92.931311,1955
EC,A,FIXED,Apache Corporation,1/1/1955,8/2/2016,29.364773,-92.917359,1955
EI,CMP1,FIXED,Fieldwood Energy LLC,1/1/1955,,28.978445,-91.472074,1955
EI,A,FIXED,Devon Louisiana Corporation,1/1/1955,9/15/2000,28.966119,-91.613095,1955
EI,I,FIXED,Fieldwood Energy LLC,1/1/1955,,28.990335,-91.475262,1955
EI,J,FIXED,Devon Louisiana Corporation,1/1/1955,8/23/2000,28.986289,-91.478343,1955
EI,B,FIXED,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,1/1/1955,11/8/1990,28.96556,-91.6297,1955
EI,FIRE STA,FIXED,Fieldwood Energy LLC,1/1/1955,,28.978994,-91.473482,1955
EI,PRD,FIXED,Fieldwood Energy LLC,1/1/1955,,28.979049,-91.4727,1955
EI,MTR,FIXED,Fieldwood Energy LLC,1/1/1955,1/22/1988,28.977757,-91.472698,1955
EI,A,FIXED,Devon Louisiana Corporation,1/1/1955,9/26/1988,28.973308,-91.620338,1955
EI,CF-QTR,FIXED,Fieldwood Energy LLC,1/1/1955,,28.979269,-91.472701,1955
GI,A,FIXED,GOM Shelf LLC,1/1/1955,,28.945539,-90.031099,1955
GI,J,FIXED,"Cox Operating, L.L.C.",1/1/1955,,29.100774,-89.99444,1955
HI,A,FIXED,Apache Corporation,1/1/1955,11/6/2015,29.44884,-94.157704,1955
PL,D,FIXED,Murphy Exploration & Production Company,1/1/1955,12/16/1988,28.925505,-90.697961,1955
SS,A,FIXED,Pennzoil Exploration and Production Company,1/1/1955,11/24/1992,28.71638,-91.243408,1955
ST,A,FIXED,Exxon Mobil Corporation,1/1/1955,8/24/1988,28.832468,-90.38999,1955
WC,B,FIXED,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,1/1/1955,7/29/1997,29.576353,-93.157295,1955
WC,A,FIXED,Fieldwood Energy LLC,1/1/1955,,29.518285,-93.284358,1955
WD,A,FIXED,"Cochon Properties, LLC",1/1/1955,10/10/2016,29.10861,-89.643752,1955
WD,F,FIXED,"Cox Operating, L.L.C.",1/1/1955,,29.142439,-89.610574,1955
WD,F,FIXED,"Cox Operating, L.L.C.",1/1/1955,,29.120034,-89.64984,1955
WD,G,FIXED,Exxon Mobil Corporation,1/1/1955,7/22/1994,29.149626,-89.616669,1955
WD,B,FIXED,"Cochon Properties, LLC",1/1/1955,11/16/2015,29.106896,-89.61737,1955
WD,H,FIXED,Exxon Mobil Corporation,1/1/1955,9/29/2001,29.154039,-89.665092,1955
EI,B,FIXED,Devon Louisiana Corporation,1/1/1956,10/5/1988,28.974655,-91.632944,1956
GI,K,FIXED,Exxon Mobil Corporation,1/1/1956,9/19/2001,29.098561,-90.01016,1956
GI,L-QTR,FIXED,"Cox Operating, L.L.C.",1/1/1956,,29.101445,-89.978237,1956
GI,B,FIXED,"Wild Well Control, Inc.",1/1/1956,7/19/2010,28.971333,-90.035675,1956
GI,L-CMP-VALVE,FIXED,"Cox Operating, L.L.C.",1/1/1956,,29.101448,-89.97855,1956
GI,L-PRD,FIXED,"Cox Operating, L.L.C.",1/1/1956,,29.101442,-89.977924,1956
MP,A,FIXED,"Cantium, LLC",1/1/1956,,29.373804,-89.012355,1956
SS,E,FIXED,"Ridgelake Energy, Inc.",1/1/1956,,28.69742808,-91.1927535,1956
SS,C,FIXED,"Century Exploration New Orleans, LLC",1/1/1956,8/29/2000,28.68244,-91.217675,1956
SS,A,FIXED,"W & T Offshore, Inc.",1/1/1956,,28.734963,-91.211594,1956
SS,A-AUX,FIXED,"W & T Offshore, Inc.",1/1/1956,,28.734964,-91.211906,1956
SS,E-AUX,FIXED,"Ridgelake Energy, Inc.",1/1/1956,,28.697428,-91.193065,1956
ST,G,FIXED,"Cox Operating, L.L.C.",1/1/1956,,28.995238,-90.25108,1956
ST,B,FIXED,"Cox Operating, L.L.C.",1/1/1956,,28.813497,-90.39431,1956
ST,H,FIXED,"Cox Operating, L.L.C.",1/1/1956,,29.0194959,-90.27587943,1956
ST,D,FIXED,"Cox Operating, L.L.C.",1/1/1956,,29.019496,-90.275879,1956
ST,A,FIXED,Murphy Exploration & Production Company - USA,1/1/1956,12/31/1987,28.778905,-90.234098,1956
ST,FLR,FIXED,"Cox Operating, L.L.C.",1/1/1956,12/6/1995,28.99440365,-90.24999443,1956
VR,D,FIXED,"EPL Oil & Gas, LLC",1/1/1956,8/23/2015,29.414447,-92.544971,1956
VR,A,FIXED,Talos Energy Offshore LLC,1/1/1956,,29.40311,-92.373002,1956
VR,B,FIXED,"Apache Shelf, Inc.",1/1/1956,6/18/2014,29.47153,-92.366581,1956
VR,A-AUX,FIXED,Talos Energy Offshore LLC,1/1/1956,,29.403108,-92.373316,1956
WC,B,FIXED,BP Exploration & Production Inc.,1/1/1956,5/25/2006,29.507839,-93.297045,1956
WC,C,FIXED,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,1/1/1956,9/26/1991,29.563653,-93.15678,1956
WC,C-AUX,FIXED,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,1/1/1956,12/8/1988,29.544823,-93.15646,1956
WC,D,FIXED,"Matrix Oil & Gas, Inc.",1/1/1956,1/31/1988,29.274456,-93.013725,1956
WD,C,FIXED,"Cochon Properties, LLC",1/1/1956,1/3/2016,29.10704354,-89.63155298,1956
WD,L,FIXED,"Cox Operating, L.L.C.",1/1/1956,,29.14012,-89.672048,1956
WD,J,FIXED,"Energy XXI GOM, LLC",1/1/1956,,29.116062,-89.619371,1956
WD,E,FIXED,"Cox Operating, L.L.C.",1/1/1956,,29.139644,-89.610496,1956
WD,H,FIXED,"Cox Operating, L.L.C.",1/1/1956,,29.142743,-89.611311,1956
WD,I-QRT,FIXED,"Cox Operating, L.L.C.",1/1/1956,,29.14078,-89.607986,1956
EC,B,FIXED,Newfield Exploration Company,1/1/1957,11/9/2001,29.393999,-92.955876,1957
EC,A,FIXED,"EC Offshore Properties, Inc.",1/1/1957,,29.339169,-92.690307,1957
EC,A,FIXED,"Black Elk Energy Offshore Operations, LLC",1/1/1957,9/18/2017,28.939063,-92.746616,1957
EI,B,FIXED,Fieldwood Energy LLC,1/1/1957,6/7/2014,28.790828,-91.731624,1957
EI,C,FIXED,"Maritech Resources, Inc.",1/1/1957,8/1/2011,28.95911769,-91.60799768,1957
EI,A,FIXED,Fieldwood Energy Offshore LLC,1/1/1957,,29.174142,-91.533511,1957
EI,A,FIXED,El Paso Production Company,1/1/1957,4/15/1991,29.228259,-91.604432,1957
EI,12,FIXED,"Cox Operating, L.L.C.",1/1/1957,,29.307643,-91.531268,1957
EI,C-PRD,FIXED,Talos ERT LLC,1/1/1957,5/8/2010,28.942207,-91.609465,1957
EI,O,FIXED,Devon Louisiana Corporation,1/1/1957,8/9/1991,28.978872,-91.458221,1957
GI,C,FIXED,"Wild Well Control, Inc.",1/1/1957,12/22/2011,28.960404,-90.023496,1957
GI,P,FIXED,"Cox Operating, L.L.C.",1/1/1957,,29.10864021,-89.96921566,1957
GI,N,FIXED,Exxon Mobil Corporation,1/1/1957,12/31/1984,29.086534,-89.959315,1957
MP,AB(N),FIXED,"Cantium, LLC",1/1/1957,,29.351199,-88.98208,1957
PL,F,FIXED,Fieldwood Energy LLC,1/1/1957,,28.93022474,-90.71171911,1957
SS,D,FIXED,Chevron U.S.A. Inc.,1/1/1957,12/24/1992,28.697978,-91.231334,1957
SS,A,FIXED,Shell Oil Company,1/1/1957,12/31/1976,28.76188372,-90.767724,1957
ST,CW,FIXED,"Cantium, LLC",1/1/1957,,29.026395,-90.169575,1957
ST,S,FIXED,"Cantium, LLC",1/1/1957,,29.0277,-90.154782,1957
ST,A,FIXED,Talos ERT LLC,1/1/1957,7/29/2019,28.793415,-90.202244,1957
ST,D,FIXED,Exxon Mobil Corporation,1/1/1957,8/29/1991,28.82599,-90.376561,1957
ST,FLR,FIXED,"Cantium, LLC",1/1/1957,11/17/1995,29.02797243,-90.15446632,1957
VR,B,FIXED,Walter Oil & Gas Corporation,1/1/1957,9/19/1989,28.881558,-92.481738,1957
VR,N,FIXED,"EPL Oil & Gas, LLC",1/1/1957,12/9/2015,29.448758,-92.529459,1957
VR,A,FIXED,"Cochon Properties, LLC",1/1/1957,,29.30885815,-92.38911372,1957
VR,A,FIXED,Conoco Inc.,1/1/1957,12/31/1980,29.088977,-92.53069,1957
WC,A,FIXED,McMoRan Oil & Gas LLC,1/1/1957,10/11/2013,29.293836,-93.055838,1957
WD,Q,FIXED,Exxon Mobil Corporation,1/1/1957,6/26/2004,29.128662,-89.679388,1957
WD,D,FIXED,"Cochon Properties, LLC",1/1/1957,11/30/2015,29.10535041,-89.6521991,1957
WD,N,FIXED,"Cox Operating, L.L.C.",1/1/1957,,29.132429,-89.663734,1957
WD,E,FIXED,CNOOC Petroleum U.S.A. Inc.,1/1/1957,8/16/2011,29.106785,-89.638278,1957
BM,W,FIXED,"Cantium, LLC",1/1/1958,,29.0370169,-90.1282402,1958
BM,CD,FIXED,"Cantium, LLC",1/1/1958,,29.04973204,-90.1281068,1958
BM,FLR,FIXED,"Cantium, LLC",1/1/1958,11/18/1995,29.03681098,-90.12857435,1958
EC,A,FIXED,Talos Petroleum LLC,1/1/1958,12/18/2017,29.381354,-92.986507,1958
EC,A,FIXED,Shell Offshore Inc.,1/1/1958,12/31/1985,29.290254,-93.000753,1958
EC,B,FIXED,Shell Offshore Inc.,1/1/1958,12/31/1985,29.289722,-93.000817,1958
EI,A-QRT,FIXED,"Kinetica Partners, LLC",1/1/1958,7/22/2000,28.704223,-91.764332,1958
EI,1,FIXED,Newfield Exploration Company,1/1/1958,8/13/2000,28.693966,-91.759486,1958
EI,A-GEN,FIXED,"Kinetica Partners, LLC",1/1/1958,7/22/2000,28.704454,-91.764333,1958
EI,A-VALVE,FIXED,Shell Offshore Inc.,1/1/1958,7/17/2004,28.7915792,-91.75985707,1958
EI,A,FIXED,Fieldwood Energy LLC,1/1/1958,,28.75362,-91.389472,1958
EI,A-CG,FIXED,"Kinetica Partners, LLC",1/1/1958,,28.704729,-91.764334,1958
EI,B,FIXED,Conoco Inc.,1/1/1958,12/31/1983,28.68283236,-91.51292292,1958
EI,A-QTR,FIXED,Fieldwood Energy LLC,1/1/1958,7/3/1996,28.75362,-91.38916,1958
GI,R,FIXED,"Cantium, LLC",1/1/1958,,29.043045,-90.120895,1958
GI,E,FIXED,GOM Shelf LLC,1/1/1958,,28.934192,-90.043518,1958
GI,FLR,FIXED,"Cantium, LLC",1/1/1958,12/21/1994,29.04342973,-90.12129768,1958
MP,AD,FIXED,"Cantium, LLC",1/1/1958,,29.37250661,-88.99461271,1958
SM,A-PROD,FIXED,"Cox Operating, L.L.C.",1/1/1958,,29.441283,-92.061567,1958
SM,TREATER,FIXED,"Cox Operating, L.L.C.",1/1/1958,,29.44087,-92.061564,1958
SM,GEN,FIXED,Chevron U.S.A. Inc.,1/1/1958,9/24/2006,29.446143,-92.077468,1958
SM,B-PRD,FIXED,Chevron U.S.A. Inc.,1/1/1958,9/24/2006,29.44614,-92.078097,1958
SM,OFFICE,FIXED,"Cox Operating, L.L.C.",1/1/1958,,29.441285,-92.061096,1958
SP,49,FIXED,"Whitney Oil & Gas, LLC",1/1/1958,,28.978209,-89.24597,1958
SS,E,FIXED,"Comstock Offshore, LLC",1/1/1958,10/25/1994,28.816496,-90.872818,1958
SS,TANK,FIXED,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,1/1/1958,12/31/1985,28.954519,-90.96598,1958
SS,1,FIXED,Gulf of Mexico Oil and Gas Properties LLC,1/1/1958,12/31/1983,28.75027117,-91.23735332,1958
SS,LOAD,FIXED,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,1/1/1958,12/31/1975,,,1958
ST,CE,FIXED,Chevron U.S.A. Inc.,1/1/1958,8/20/2015,29.02642358,-90.13539873,1958
ST,WG#6 & 115,FIXED,"Cox Operating, L.L.C.",1/1/1958,,29.016967,-90.265563,1958
ST,E,FIXED,"Cox Operating, L.L.C.",1/1/1958,,28.855683,-90.37717,1958
ST,A,FIXED,Chevron U.S.A. Inc.,1/1/1958,5/9/1994,28.686296,-90.152864,1958
VR,A-GEN,FIXED,Murphy Exploration & Production Company,1/1/1958,12/17/1995,29.226631,-92.425767,1958
VR,B,FIXED,"Cochon Properties, LLC",1/1/1958,10/1/2020,29.297696,-92.372219,1958
VR,A,FIXED,Murphy Exploration & Production Company,1/1/1958,12/17/1995,29.226427,-92.425451,1958
VR,B (8),FIXED,Samedan Oil Corporation,1/1/1958,11/24/1988,29.288593,-92.389007,1958
VR,A-AUX1,FIXED,"Transcontinental Gas Pipe Line Company, LLC",1/1/1958,12/31/1979,29.300697,-92.395347,1958
VR,A,FIXED,"Transcontinental Gas Pipe Line Company, LLC",1/1/1958,,29.300422,-92.395344,1958
WC,B,FIXED,McMoRan Oil & Gas LLC,1/1/1958,10/11/2014,29.294182,-93.013211,1958
WC,A,FIXED,Fieldwood Energy LLC,1/1/1958,5/12/2018,29.626434,-93.034695,1958
WC,A-AUX1,FIXED,Fieldwood Energy LLC,1/1/1958,,29.51829,-93.284043,1958
WC,B-AUX1,FIXED,BP Exploration & Production Inc.,1/1/1958,5/14/2006,29.507937,-93.297104,1958
WD,2,FIXED,McMoRan Oil & Gas LLC,1/1/1958,11/26/2017,29.178229,-89.533952,1958
WD,P,FIXED,"Cox Operating, L.L.C.",1/1/1958,,29.129332,-89.61394,1958
WD,7,FIXED,CNOOC Petroleum U.S.A. Inc.,1/1/1958,8/18/2011,29.10445,-89.635539,1958
BM,CG,FIXED,"Cantium, LLC",1/1/1959,,29.031178,-90.144102,1959
EI,A,FIXED,McMoRan Oil & Gas LLC,1/1/1959,8/10/2013,28.693008,-91.503271,1959
EI,CF PROD,FIXED,"Maritech Resources, Inc.",1/1/1959,9/12/2011,28.959632,-91.62452,1959
EI,FH,FIXED,"Maritech Resources, Inc.",1/1/1959,9/12/2011,28.959633,-91.623895,1959
EI,CF-GM#2,FIXED,"Maritech Resources, Inc.",1/1/1959,6/9/2004,28.959355,-91.625457,1959
EI,CF-GM#1,FIXED,"Maritech Resources, Inc.",1/1/1959,6/14/2004,28.959355,-91.625144,1959
EI,JA7,FIXED,"Energy Resource Technology, Inc.",1/1/1959,10/24/2002,28.942302,-91.609965,1959
EI,CF-MP-VALVE,FIXED,"Maritech Resources, Inc.",1/1/1959,9/12/2011,28.959631,-91.624833,1959
EI,A,FIXED,"Transcontinental Gas Pipe Line Company, LLC",1/1/1959,,28.95984901,-91.64219872,1959
EI,A,FIXED,"Maritech Resources, Inc.",1/1/1959,12/31/1981,28.647906,-91.507144,1959
EI,CF-QTR,FIXED,"Maritech Resources, Inc.",1/1/1959,12/2/2011,28.959359,-91.623581,1959
EI,CF-F,FIXED,"Maritech Resources, Inc.",1/1/1959,9/12/2011,28.959633,-91.623895,1959
EI,D,FIXED,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,1/1/1959,8/27/1991,28.951411,-91.605857,1959
GI,D,FIXED,"Wild Well Control, Inc.",1/1/1959,2/14/2010,28.960412,-90.043632,1959
GI,X,FIXED,"Cantium, LLC",1/1/1959,,29.056254,-90.116161,1959
MP,CA,FIXED,"Cantium, LLC",1/1/1959,,29.393634,-89.010226,1959
MP,AA,FIXED,"Cantium, LLC",1/1/1959,,29.36711377,-88.99298002,1959
SP,1(V),FIXED,"Whitney Oil & Gas, LLC",1/1/1959,,28.976691,-89.264579,1959
SP,35(SL 1011),FIXED,"Whitney Oil & Gas, LLC",1/1/1959,,28.98158704,-89.27329902,1959
SP,9(Z),FIXED,"Whitney Oil & Gas, LLC",1/1/1959,,28.97458,-89.246045,1959
SP,5(Z),FIXED,"Whitney Oil & Gas, LLC",1/1/1959,,28.976433,-89.248071,1959
SP,8,FIXED,"Whitney Oil & Gas, LLC",1/1/1959,,28.974909,-89.26668,1959
SP,6(V),FIXED,"Whitney Oil & Gas, LLC",1/1/1959,,28.974843,-89.262553,1959
SS,K,FIXED,Anadarko US Offshore LLC,1/1/1959,2/11/1995,29.111002,-91.297527,1959
ST,U,FIXED,"Cantium, LLC",1/1/1959,,29.025958,-90.142212,1959
ST,D,FIXED,Chevron U.S.A. Inc.,1/1/1959,9/7/1990,28.626446,-90.238978,1959
ST,13,FIXED,"Energy XXI GOM, LLC",1/1/1959,3/3/2011,29.010607,-90.261357,1959
ST,15,FIXED,"Cox Operating, L.L.C.",1/1/1959,,29.013558,-90.258948,1959
VR,B-AUX(8)(REMOV),FIXED,Samedan Oil Corporation,1/1/1959,11/24/1988,29.288596,-92.388694,1959
WC,D,FIXED,BP Exploration & Production Inc.,1/1/1959,5/24/2006,29.511758,-93.275521,1959
WD,F,FIXED,CNOOC Petroleum U.S.A. Inc.,1/1/1959,8/20/2008,29.098154,-89.633601,1959
WD,G,FIXED,"Cochon Properties, LLC",1/1/1959,12/7/2015,29.110347,-89.64092,1959
VR,B-VALVE,FIXED,"Cochon Properties, LLC",7/16/1959,,29.29762111,-92.37263917,1959
VR,JP-VALVE,FIXED,"Transcontinental Gas Pipe Line Company, LLC",7/16/1959,9/28/2012,29.27119827,-92.37020058,1959
EC,C,FIXED,Apache Corporation,1/1/1960,10/5/2007,29.412921,-92.960266,1960
EI,A,FIXED,Offshore Energy I LLC,1/1/1960,4/6/2003,29.092833,-91.761926,1960
EI,13,FIXED,"Arena Offshore, LP",1/1/1960,,29.06318,-91.448335,1960
EI,CF,FIXED,Offshore Energy I LLC,1/1/1960,8/30/1996,29.092751,-91.761612,1960
EI,P,FIXED,Devon Louisiana Corporation,1/1/1960,8/7/2003,28.981389,-91.485397,1960
EI,2,FIXED,Newfield Exploration Company,1/1/1960,12/31/1979,28.706803,-91.753957,1960
EI,3,FIXED,"SOCO Offshore, Inc.",1/1/1960,12/31/1982,28.714955,-91.761137,1960
GI,F,FIXED,GOM Shelf LLC,1/1/1960,11/12/2009,28.969151,-90.021006,1960
GI,Y,FIXED,Chevron U.S.A. Inc.,1/1/1960,11/25/2012,29.037777,-90.110041,1960
SM,A-PRD,FIXED,Pennzoil Exploration and Production Company,1/1/1960,8/6/1994,28.882991,-91.896068,1960
SM,A,FIXED,Pennzoil Exploration and Production Company,1/1/1960,9/29/1993,28.882992,-91.895756,1960
SM,A-QTR,FIXED,Pennzoil Exploration and Production Company,1/1/1960,9/29/1993,28.882993,-91.895444,1960
SP,23,FIXED,"Whitney Oil & Gas, LLC",1/1/1960,,28.970884,-89.241993,1960
SP,30,FIXED,"Whitney Oil & Gas, LLC",1/1/1960,,28.961594,-89.246326,1960
SP,33,FIXED,"Whitney Oil & Gas, LLC",1/1/1960,,28.964792,-89.237679,1960
SP,V,FIXED,"Whitney Oil & Gas, LLC",1/1/1960,,28.970704,-89.264139,1960
SP,16,FIXED,"Whitney Oil & Gas, LLC",1/1/1960,,28.974646,-89.250172,1960
SP,24,FIXED,"Whitney Oil & Gas, LLC",1/1/1960,,28.967321,-89.246195,1960
SP,AA WEST,FIXED,"Whitney Oil & Gas, LLC",1/1/1960,,28.96232,-89.238668,1960
SP,18,FIXED,"Whitney Oil & Gas, LLC",1/1/1960,,28.967585,-89.262702,1960
SP,A17,FIXED,"Whitney Oil & Gas, LLC",1/1/1960,,28.971169,-89.259814,1960
SP,AA-EAST,FIXED,"Whitney Oil & Gas, LLC",1/1/1960,12/10/2016,28.962327,-89.238356,1960
SP,15,FIXED,"Whitney Oil & Gas, LLC",1/1/1960,,28.970951,-89.24612,1960
SP,Z,FIXED,"Whitney Oil & Gas, LLC",1/1/1960,,28.969785,-89.245275,1960
SP,12,FIXED,"Whitney Oil & Gas, LLC",1/1/1960,,28.971236,-89.26264,1960
SP,21(V),FIXED,"Whitney Oil & Gas, LLC",1/1/1960,,28.968475,-89.266812,1960
SP,AA East,FIXED,"Whitney Oil & Gas, LLC",1/1/1960,,28.96260697,-89.23792,1960
SS,A,FIXED,Conoco Inc.,1/1/1960,12/31/1986,28.698094,-90.996669,1960
SS,S93,FIXED,Chevron U.S.A. Inc.,1/1/1960,7/19/1987,28.858007,-91.122503,1960
ST,CM,FIXED,"Cantium, LLC",1/1/1960,,29.009316,-90.146629,1960
ST,AA,FIXED,Chevron U.S.A. Inc.,1/1/1960,12/18/2008,29.017476,-90.132835,1960
ST,CL,FIXED,"Cantium, LLC",1/1/1960,,29.02152594,-90.1375219,1960
ST,FLR,FIXED,Chevron U.S.A. Inc.,1/1/1960,12/10/1996,29.01759722,-90.13255841,1960
ST,E,FIXED,"Arena Offshore, LP",1/1/1960,5/9/1994,28.618854,-90.242663,1960
VR,B-AUX2,FIXED,"Apache Shelf, Inc.",1/1/1960,6/7/2014,29.471525,-92.367112,1960
VR,C,FIXED,"Apache Shelf, Inc.",1/1/1960,7/7/2014,29.46667,-92.36863,1960
VR,1,FIXED,"Apache Shelf, Inc.",1/1/1960,2/23/2008,29.42253419,-92.37375632,1960
VR,A,FIXED,"Apache Shelf, Inc.",1/1/1960,6/24/2016,29.445043,-92.37284,1960
VR,B-AUX1,FIXED,"Apache Shelf, Inc.",1/1/1960,8/29/1998,29.471532,-92.366267,1960
WC,A,FIXED,"Sanare Energy Partners, LLC",1/1/1960,,29.693575,-93.597514,1960
WC,A,FIXED,"W & T Offshore, Inc.",1/1/1960,10/25/2016,29.365732,-93.182537,1960
WD,2,FIXED,"Cox Operating, L.L.C.",1/1/1960,,29.115842,-89.709726,1960
EC,D,FIXED,Newfield Exploration Company,1/1/1961,11/10/1988,29.413739,-92.982813,1961
EI,18,FIXED,"Arena Offshore, LP",1/1/1961,,29.059544,-91.452462,1961
EI,JC19,FIXED,"Arena Offshore, LP",1/1/1961,,29.055419,-91.452457,1961
EI,B-PRD,FIXED,"Arena Offshore, LP",1/1/1961,,29.06096,-91.446298,1961
EI,A-QTR,FIXED,Fieldwood Energy LLC,1/1/1961,10/31/2014,29.040606,-91.451125,1961
EI,A-PRD,FIXED,Fieldwood Energy LLC,1/1/1961,10/28/2014,29.040881,-91.451126,1961
EI,3,FIXED,Newfield Exploration Company,1/1/1961,12/31/1979,28.706336,-91.744562,1961
GI,CO,FIXED,Chevron U.S.A. Inc.,1/1/1961,10/3/2008,29.034085,-90.122036,1961
GI,BB,FIXED,Chevron U.S.A. Inc.,1/1/1961,4/9/2005,29.053506,-90.107875,1961
GI,Q,FIXED,"Cox Operating, L.L.C.",1/1/1961,,29.094551,-89.989758,1961
MP,B,FIXED,"Cantium, LLC",1/1/1961,,29.399934,-88.969722,1961
MP,5,FIXED,"Cantium, LLC",1/1/1961,,29.404585,-88.974751,1961
PL,OBM,FIXED,Talos ERT LLC,1/1/1961,9/24/1993,28.894195,-90.697968,1961
